ts,account_no,direction,amount,balance_after
2025-09-04 16:58:20.007940,V000066,OUT,517318.35,0.0
2025-09-04 17:05:32.007940,V000139,OUT,626913.93,713275.43
2025-09-04 17:12:44.007940,V000137,OUT,328933.91,376190.13000000006
2025-09-04 17:19:56.007940,V000092,OUT,63279.51,231627.45
2025-09-04 17:27:08.007940,V000145,OUT,689470.3,386472.8799999999
2025-09-04 17:34:20.007940,V000132,OUT,617471.12,0.0
2025-09-04 17:41:32.007940,V000060,IN,396184.72,883631.72
2025-09-04 17:48:44.007940,V000152,OUT,572589.42,197753.90999999992
2025-09-04 17:55:56.007940,V000106,IN,557317.54,1467116.7000000002
2025-09-04 18:03:08.007940,V000178,IN,731961.51,731961.51
2025-09-04 18:10:20.007940,V000194,IN,340017.71,340017.71
2025-09-04 18:17:32.007940,V000120,OUT,14543.72,0.0
2025-09-04 18:24:44.007940,V000088,OUT,105824.79,0.0
2025-09-04 18:31:56.007940,V000109,OUT,634014.02,0.0
2025-09-04 18:39:08.007940,V000138,IN,185435.63,269417.63
2025-09-04 18:46:20.007940,V000127,OUT,761728.17,0.0
2025-09-04 18:53:32.007940,V000014,IN,388480.81,1410248.77
2025-09-04 19:00:44.007940,V000185,OUT,250749.48,0.0
2025-09-04 19:07:56.007940,V000179,OUT,101387.74,236112.62
2025-09-04 19:15:08.007940,V000023,IN,564119.6,564119.6
2025-09-04 19:22:20.007940,V000129,OUT,249673.81,375493.10000000003
2025-09-04 19:29:32.007940,V000139,OUT,653878.34,59397.090000000084
2025-09-04 19:36:44.007940,V000057,IN,364367.6,364367.6
2025-09-04 19:43:56.007940,V000129,OUT,374005.03,1488.0699999999488
2025-09-04 19:51:08.007940,V000162,IN,446345.16,446345.16
2025-09-04 19:58:20.007940,V000038,IN,789827.77,1157328.98
2025-09-04 20:05:32.007940,V000020,OUT,597535.74,0.0
2025-09-04 20:12:44.007940,V000126,OUT,658118.77,0.0
2025-09-04 20:19:56.007940,V000053,OUT,387251.62,0.0
2025-09-04 20:27:08.007940,V000022,IN,135810.25,135810.25
2025-09-04 20:34:20.007940,V000067,OUT,777613.3,0.0
2025-09-04 20:41:32.007940,V000162,OUT,161853.64,284491.51999999996
2025-09-04 20:48:44.007940,V000051,OUT,72814.6,662834.88
2025-09-04 20:55:56.007940,V000012,OUT,571149.65,0.0
2025-09-04 21:03:08.007940,V000047,IN,178075.4,846554.98
2025-09-04 21:10:20.007940,V000138,OUT,332643.26,0.0
2025-09-04 21:17:32.007940,V000078,IN,557204.63,1334273.4100000001
2025-09-04 21:24:44.007940,V000036,OUT,566110.59,825331.9900000001
2025-09-04 21:31:56.007940,V000082,OUT,307710.78,0.0
2025-09-04 21:39:08.007940,V000004,OUT,233025.0,0.0
2025-09-04 21:46:20.007940,V000087,IN,168605.4,650541.5599999999
2025-09-04 21:53:32.007940,V000108,IN,560007.61,1256354.0899999999
2025-09-04 22:00:44.007940,V000020,IN,551310.13,551310.13
2025-09-04 22:07:56.007940,V000006,IN,137927.98,137927.98
2025-09-04 22:15:08.007940,V000148,OUT,689431.46,0.0
2025-09-04 22:22:20.007940,V000171,IN,273522.85,1081786.98
2025-09-04 22:29:32.007940,V000105,OUT,540392.24,0.0
2025-09-04 22:36:44.007940,V000023,IN,595228.88,1159348.48
2025-09-04 22:43:56.007940,V000026,OUT,385123.78,0.0
2025-09-04 22:51:08.007940,V000100,OUT,520280.34,586315.3999999999
2025-09-04 22:58:20.007940,V000013,OUT,645985.37,0.0
2025-09-04 23:05:32.007940,V000113,OUT,41997.57,36979.170000000006
2025-09-04 23:12:44.007940,V000190,IN,423409.84,558923.5
2025-09-04 23:19:56.007940,V000162,IN,99170.38,383661.9
2025-09-04 23:27:08.007940,V000100,OUT,759047.26,0.0
2025-09-04 23:34:20.007940,V000068,OUT,305965.57,149165.28999999998
2025-09-04 23:41:32.007940,V000086,OUT,556188.04,0.0
2025-09-04 23:48:44.007940,V000195,OUT,430525.14,134825.87
2025-09-04 23:55:56.007940,V000131,IN,332090.88,1945265.04
2025-09-05 00:03:08.007940,V000135,IN,159789.27,159789.27
2025-09-05 00:10:20.007940,V000043,OUT,268879.17,532193.6200000001
2025-09-05 00:17:32.007940,V000138,IN,31872.07,31872.07
2025-09-05 00:24:44.007940,V000043,IN,675757.81,1207951.4300000002
2025-09-05 00:31:56.007940,V000125,OUT,171361.74,765722.05
2025-09-05 00:39:08.007940,V000197,IN,305282.24,1027907.41
2025-09-05 00:46:20.007940,V000112,OUT,756774.27,1577133.6
2025-09-05 00:53:32.007940,V000137,OUT,430776.07,0.0
2025-09-05 01:00:44.007940,V000022,IN,30547.72,166357.97
2025-09-05 01:07:56.007940,V000182,IN,575985.76,575985.76
2025-09-05 01:15:08.007940,V000098,OUT,266311.11,0.0
2025-09-05 01:22:20.007940,V000101,OUT,483808.58,330965.08
2025-09-05 01:29:32.007940,V000076,OUT,513295.63,0.0
2025-09-05 01:36:44.007940,V000010,IN,136149.34,691414.26
2025-09-05 01:43:56.007940,V000178,IN,718627.74,1450589.25
2025-09-05 01:51:08.007940,V000104,OUT,184410.48,440320.33999999997
2025-09-05 01:58:20.007940,V000054,IN,94251.43,94251.43
2025-09-05 02:05:32.007940,V000190,IN,42543.19,601466.69
2025-09-05 02:12:44.007940,V000162,OUT,78748.15,304913.75
2025-09-05 02:19:56.007940,V000149,IN,239103.11,1367292.6099999999
2025-09-05 02:27:08.007940,V000012,OUT,208266.68,0.0
2025-09-05 02:34:20.007940,V000016,OUT,788054.04,0.0
2025-09-05 02:41:32.007940,V000083,OUT,513934.61,0.0
2025-09-05 02:48:44.007940,V000197,IN,739314.42,1767221.83
2025-09-05 02:55:56.007940,V000122,OUT,94582.77,0.0
2025-09-05 03:03:08.007940,V000188,OUT,405834.64,0.0
2025-09-05 03:10:20.007940,V000065,IN,474597.52,1718503.78
2025-09-05 03:17:32.007940,V000132,OUT,536737.6,0.0
2025-09-05 03:24:44.007940,V000076,IN,637947.17,637947.17
2025-09-05 03:31:56.007940,V000173,OUT,621897.53,0.0
2025-09-05 03:39:08.007940,V000185,OUT,658892.36,0.0
2025-09-05 03:46:20.007940,V000178,IN,489569.88,1940159.13
2025-09-05 03:53:32.007940,V000064,OUT,111236.65,1215510.2200000002
2025-09-05 04:00:44.007940,V000139,OUT,760642.26,0.0
2025-09-05 04:07:56.007940,V000149,IN,679009.6,2046302.21
2025-09-05 04:15:08.007940,V000125,OUT,240661.7,525060.3500000001
2025-09-05 04:22:20.007940,V000132,OUT,145961.81,0.0
2025-09-05 04:29:32.007940,V000196,IN,6115.63,873697.76
2025-09-05 04:36:44.007940,V000032,OUT,57938.54,0.0
2025-09-05 04:43:56.007940,V000118,OUT,598001.06,126121.2699999999
2025-09-05 04:51:08.007940,V000167,OUT,421547.92,0.0
2025-09-05 04:58:20.007940,V000152,OUT,763972.24,0.0
2025-09-05 05:05:32.007940,V000126,IN,194117.88,194117.88
2025-09-05 05:12:44.007940,V000158,IN,465727.9,465727.9
2025-09-05 05:19:56.007940,V000078,OUT,106973.8,1227299.6099999999
2025-09-05 05:27:08.007940,V000038,IN,528718.03,1686047.01
2025-09-05 05:34:20.007940,V000129,IN,185770.04,187258.11000000002
2025-09-05 05:41:32.007940,V000020,IN,144295.47,695605.6
2025-09-05 05:48:44.007940,V000162,IN,158112.5,463026.25
2025-09-05 05:55:56.007940,V000164,OUT,696137.91,0.0
2025-09-05 06:03:08.007940,V000013,OUT,122697.46,0.0
2025-09-05 06:10:20.007940,V000040,OUT,40111.09,1266069.78
2025-09-05 06:17:32.007940,V000039,OUT,727119.59,0.0
2025-09-05 06:24:44.007940,V000050,OUT,372813.88,0.0
2025-09-05 06:31:56.007940,V000137,IN,492875.95,492875.95
2025-09-05 06:39:08.007940,V000010,OUT,758203.72,0.0
2025-09-05 06:46:20.007940,V000088,IN,475707.91,475707.91
2025-09-05 06:53:32.007940,V000106,IN,122934.39,1590051.0899999999
2025-09-05 07:00:44.007940,V000017,OUT,471761.68,215783.00000000006
2025-09-05 07:07:56.007940,V000056,IN,128942.7,701591.6399999999
2025-09-05 07:15:08.007940,V000182,OUT,500337.42,75648.34000000003
2025-09-05 07:22:20.007940,V000115,OUT,60243.08,0.0
2025-09-05 07:29:32.007940,V000167,IN,281846.15,281846.15
2025-09-05 07:36:44.007940,V000054,IN,134710.02,228961.44999999998
2025-09-05 07:43:56.007940,V000008,IN,116549.8,116549.8
2025-09-05 07:51:08.007940,V000122,OUT,100393.41,0.0
2025-09-05 07:58:20.007940,V000092,OUT,709212.88,0.0
2025-09-05 08:05:32.007940,V000037,IN,110511.46,296821.76
2025-09-05 08:12:44.007940,V000128,OUT,655449.37,0.0
2025-09-05 08:19:56.007940,V000062,IN,514698.1,1029104.72
2025-09-05 08:27:08.007940,V000004,IN,131637.05,131637.05
2025-09-05 08:34:20.007940,V000020,IN,687191.64,1382797.24
2025-09-05 08:41:32.007940,V000125,IN,664860.04,1189920.3900000001
2025-09-05 08:48:44.007940,V000196,OUT,50820.72,822877.04
2025-09-05 08:55:56.007940,V000137,IN,33105.29,525981.24
2025-09-05 09:03:08.007940,V000165,OUT,586067.96,0.0
2025-09-05 09:10:20.007940,V000110,OUT,126129.31,100126.13
2025-09-05 09:17:32.007940,V000035,OUT,307481.11,0.0
2025-09-05 09:24:44.007940,V000064,IN,518981.73,1734491.95
2025-09-05 09:31:56.007940,V000090,IN,316626.57,571629.8
2025-09-05 09:39:08.007940,V000133,IN,512122.68,1994966.92
2025-09-05 09:46:20.007940,V000021,OUT,329156.25,0.0
2025-09-05 09:53:32.007940,V000144,OUT,751175.45,0.0
2025-09-05 10:00:44.007940,V000132,OUT,654299.66,0.0
2025-09-05 10:07:56.007940,V000048,OUT,92013.45,943579.8300000001
2025-09-05 10:15:08.007940,V000183,IN,397284.82,1035839.5
2025-09-05 10:22:20.007940,V000014,OUT,686367.35,723881.42
2025-09-05 10:29:32.007940,V000077,OUT,695987.56,272984.31999999995
2025-09-05 10:36:44.007940,V000104,OUT,371154.78,69165.56
2025-09-05 10:43:56.007940,V000037,OUT,600700.18,0.0
2025-09-05 10:51:08.007940,V000190,IN,398656.02,1000122.71
2025-09-05 10:58:20.007940,V000134,OUT,374909.5,326605.45999999996
2025-09-05 11:05:32.007940,V000147,IN,5633.2,5633.2
2025-09-05 11:12:44.007940,V000002,IN,681504.43,2138157.31
2025-09-05 11:19:56.007940,V000141,OUT,738900.33,26168.859999999986
2025-09-05 11:27:08.007940,V000187,IN,583587.47,1512408.0499999998
2025-09-05 11:34:20.007940,V000087,IN,486313.47,1136855.03
2025-09-05 11:41:32.007940,V000126,OUT,736687.08,0.0
2025-09-05 11:48:44.007940,V000002,OUT,123897.41,2014259.9000000001
2025-09-05 11:55:56.007940,V000119,OUT,11119.2,1860639.58
2025-09-05 12:03:08.007940,V000197,IN,652133.18,2419355.0100000002
2025-09-05 12:10:20.007940,V000094,OUT,762996.87,0.0
2025-09-05 12:17:32.007940,V000019,OUT,683029.77,0.0
2025-09-05 12:24:44.007940,V000081,OUT,11509.56,760134.9299999999
2025-09-05 12:31:56.007940,V000042,IN,761142.45,761142.45
2025-09-05 12:39:08.007940,V000192,OUT,327423.86,0.0
2025-09-05 12:46:20.007940,V000115,OUT,195842.99,0.0
2025-09-05 12:53:32.007940,V000015,IN,550255.78,1997206.33
2025-09-05 13:00:44.007940,V000188,IN,430027.17,430027.17
2025-09-05 13:07:56.007940,V000094,IN,347325.42,347325.42
2025-09-05 13:15:08.007940,V000013,OUT,457293.98,0.0
2025-09-05 13:22:20.007940,V000093,OUT,114944.7,734391.4600000001
2025-09-05 13:29:32.007940,V000049,OUT,778303.97,0.0
2025-09-05 13:36:44.007940,V000024,OUT,290786.93,457571.60000000003
2025-09-05 13:43:56.007940,V000045,OUT,639493.0,0.0
2025-09-05 13:51:08.007940,V000180,IN,387904.31,2173755.87
2025-09-05 13:58:20.007940,V000108,OUT,91359.7,1164994.3900000001
2025-09-05 14:05:32.007940,V000034,OUT,510711.43,0.0
2025-09-05 14:12:44.007940,V000058,OUT,202131.06,0.0
2025-09-05 14:19:56.007940,V000080,IN,254018.77,254018.77
2025-09-05 14:27:08.007940,V000141,IN,543025.83,569194.69
2025-09-05 14:34:20.007940,V000138,IN,412538.05,444410.12
2025-09-05 14:41:32.007940,V000012,OUT,315533.55,0.0
2025-09-05 14:48:44.007940,V000079,IN,353735.15,1172682.57
2025-09-05 14:55:56.007940,V000079,IN,544900.35,1717582.92
2025-09-05 15:03:08.007940,V000051,IN,209625.36,872460.24
2025-09-05 15:10:20.007940,V000187,OUT,285794.25,1226613.8
2025-09-05 15:17:32.007940,V000050,IN,251658.14,251658.14
2025-09-05 15:24:44.007940,V000141,IN,291986.69,861181.3799999999
2025-09-05 15:31:56.007940,V000130,OUT,172007.27,0.0
2025-09-05 15:39:08.007940,V000023,OUT,92363.06,1066985.42
2025-09-05 15:46:20.007940,V000057,OUT,392098.09,0.0
2025-09-05 15:53:32.007940,V000014,OUT,191928.41,531953.01
2025-09-05 16:00:44.007940,V000189,IN,54271.49,864899.54
2025-09-05 16:07:56.007940,V000161,IN,17551.48,608930.9
2025-09-05 16:15:08.007940,V000065,OUT,412177.55,1306326.23
2025-09-05 16:22:20.007940,V000198,IN,493876.13,802920.36
2025-09-05 16:29:32.007940,V000191,IN,266857.97,734226.03
2025-09-05 16:36:44.007940,V000010,OUT,417847.82,0.0
2025-09-05 16:43:56.007940,V000164,IN,55541.27,55541.27
2025-09-05 16:51:08.007940,V000099,OUT,463904.29,0.0
2025-09-05 16:58:20.007940,V000062,IN,711707.92,1740812.6400000001
2025-09-05 17:05:32.007940,V000029,OUT,510062.74,0.0
2025-09-05 17:12:44.007940,V000013,OUT,493179.15,0.0
2025-09-05 17:19:56.007940,V000172,IN,47065.49,446387.20999999996
2025-09-05 17:27:08.007940,V000134,IN,461983.17,788588.63
2025-09-05 17:34:20.007940,V000083,IN,661365.27,661365.27
2025-09-05 17:41:32.007940,V000087,OUT,497894.3,638960.73
2025-09-05 17:48:44.007940,V000112,IN,344276.3,1921409.9000000001
2025-09-05 17:55:56.007940,V000071,OUT,777733.34,444992.15
2025-09-05 18:03:08.007940,V000100,IN,49943.6,49943.6
2025-09-05 18:10:20.007940,V000036,OUT,702129.51,123202.47999999998
2025-09-05 18:17:32.007940,V000080,IN,392559.37,646578.14
2025-09-05 18:24:44.007940,V000028,IN,379280.27,379280.27
2025-09-05 18:31:56.007940,V000080,IN,414319.0,1060897.1400000001
2025-09-05 18:39:08.007940,V000097,OUT,80859.61,897186.04
2025-09-05 18:46:20.007940,V000054,IN,674255.46,903216.9099999999
2025-09-05 18:53:32.007940,V000043,IN,613251.62,1821203.0499999998
2025-09-05 19:00:44.007940,V000112,IN,587261.99,2508671.8899999997
2025-09-05 19:07:56.007940,V000018,OUT,764683.37,0.0
2025-09-05 19:15:08.007940,V000095,OUT,146703.81,0.0
2025-09-05 19:22:20.007940,V000107,IN,7972.95,806530.1799999999
2025-09-05 19:29:32.007940,V000141,IN,111010.78,972192.16
2025-09-05 19:36:44.007940,V000051,IN,374323.91,1246784.15
2025-09-05 19:43:56.007940,V000010,IN,36091.24,36091.24
2025-09-05 19:51:08.007940,V000116,OUT,313584.29,0.0
2025-09-05 19:58:20.007940,V000050,IN,359980.4,611638.54
2025-09-05 20:05:32.007940,V000134,IN,770803.5,1559392.13
2025-09-05 20:12:44.007940,V000114,IN,275406.97,1582191.3
2025-09-05 20:19:56.007940,V000168,OUT,635147.54,0.0
2025-09-05 20:27:08.007940,V000190,OUT,160078.18,840044.53
2025-09-05 20:34:20.007940,V000087,IN,146756.45,785717.1799999999
2025-09-05 20:41:32.007940,V000157,IN,590544.08,910333.9199999999
2025-09-05 20:48:44.007940,V000147,IN,138988.77,144621.97
2025-09-05 20:55:56.007940,V000196,OUT,3870.22,819006.8200000001
2025-09-05 21:03:08.007940,V000016,OUT,268462.41,0.0
2025-09-05 21:10:20.007940,V000191,IN,750142.99,1484369.02
2025-09-05 21:17:32.007940,V000191,OUT,738965.41,745403.61
2025-09-05 21:24:44.007940,V000082,IN,615011.07,615011.07
2025-09-05 21:31:56.007940,V000102,IN,676186.37,966954.85
2025-09-05 21:39:08.007940,V000162,OUT,382454.55,80571.70000000001
2025-09-05 21:46:20.007940,V000009,IN,696178.02,696178.02
2025-09-05 21:53:32.007940,V000053,IN,157958.88,157958.88
2025-09-05 22:00:44.007940,V000176,OUT,299228.19,0.0
2025-09-05 22:07:56.007940,V000199,IN,72183.2,1182648.31
2025-09-05 22:15:08.007940,V000061,OUT,27914.71,768187.28
2025-09-05 22:22:20.007940,V000057,OUT,319836.07,0.0
2025-09-05 22:29:32.007940,V000137,OUT,33637.3,492343.94
2025-09-05 22:36:44.007940,V000153,IN,363386.94,363386.94
2025-09-05 22:43:56.007940,V000184,OUT,442322.11,0.0
2025-09-05 22:51:08.007940,V000033,OUT,639695.09,791379.12
2025-09-05 22:58:20.007940,V000173,OUT,785294.73,0.0
2025-09-05 23:05:32.007940,V000087,IN,480629.88,1266347.06
2025-09-05 23:12:44.007940,V000192,OUT,444257.07,0.0
2025-09-05 23:19:56.007940,V000115,OUT,752981.9,0.0
2025-09-05 23:27:08.007940,V000182,IN,542265.52,617913.86
2025-09-05 23:34:20.007940,V000010,IN,230706.01,266797.25
2025-09-05 23:41:32.007940,V000115,IN,595004.28,595004.28
2025-09-05 23:48:44.007940,V000138,IN,25496.03,469906.15
2025-09-05 23:55:56.007940,V000112,IN,739403.33,3248075.22
2025-09-06 00:03:08.007940,V000095,OUT,795255.07,0.0
2025-09-06 00:10:20.007940,V000050,IN,603460.54,1215099.08
2025-09-06 00:17:32.007940,V000048,OUT,740417.34,203162.49
2025-09-06 00:24:44.007940,V000057,IN,258009.77,258009.77
2025-09-06 00:31:56.007940,V000031,OUT,220733.79,891005.55
2025-09-06 00:39:08.007940,V000163,OUT,729008.27,8790.790000000037
2025-09-06 00:46:20.007940,V000054,IN,187201.2,1090418.11
2025-09-06 00:53:32.007940,V000089,OUT,208993.37,352042.82999999996
2025-09-06 01:00:44.007940,V000021,OUT,595636.71,0.0
2025-09-06 01:07:56.007940,V000182,IN,318855.87,936769.73
2025-09-06 01:15:08.007940,V000199,IN,693253.92,1875902.23
2025-09-06 01:22:20.007940,V000138,IN,492967.84,962873.99
2025-09-06 01:29:32.007940,V000173,IN,300077.05,300077.05
2025-09-06 01:36:44.007940,V000007,IN,126934.75,181522.7
2025-09-06 01:43:56.007940,V000016,IN,187000.43,187000.43
2025-09-06 01:51:08.007940,V000127,OUT,559351.79,0.0
2025-09-06 01:58:20.007940,V000048,IN,314800.61,517963.1
2025-09-06 02:05:32.007940,V000060,IN,20106.38,903738.1
2025-09-06 02:12:44.007940,V000139,IN,500041.48,500041.48
2025-09-06 02:19:56.007940,V000049,OUT,584392.79,0.0
2025-09-06 02:27:08.007940,V000084,IN,652926.72,784616.88
2025-09-06 02:34:20.007940,V000183,OUT,683293.83,352545.67000000004
2025-09-06 02:41:32.007940,V000046,IN,49013.01,49013.01
2025-09-06 02:48:44.007940,V000181,OUT,38057.1,144212.87
2025-09-06 02:55:56.007940,V000038,IN,594176.52,2280223.5300000003
2025-09-06 03:03:08.007940,V000006,OUT,193154.48,0.0
2025-09-06 03:10:20.007940,V000010,IN,560326.04,827123.29
2025-09-06 03:17:32.007940,V000200,IN,112412.63,112412.63
2025-09-06 03:24:44.007940,V000049,OUT,496430.03,0.0
2025-09-06 03:31:56.007940,V000108,IN,535041.44,1700035.8299999998
2025-09-06 03:39:08.007940,V000171,OUT,638069.65,443717.32999999996
2025-09-06 03:46:20.007940,V000023,OUT,391946.34,675039.0799999998
2025-09-06 03:53:32.007940,V000200,OUT,555389.02,0.0
2025-09-06 04:00:44.007940,V000002,IN,207260.59,2221520.4899999998
2025-09-06 04:07:56.007940,V000002,IN,142971.36,2364491.85
2025-09-06 04:15:08.007940,V000092,OUT,716991.0,0.0
2025-09-06 04:22:20.007940,V000063,OUT,775765.27,0.0
2025-09-06 04:29:32.007940,V000028,OUT,131914.42,247365.85
2025-09-06 04:36:44.007940,V000049,IN,530893.52,530893.52
2025-09-06 04:43:56.007940,V000193,OUT,680386.2,0.0
2025-09-06 04:51:08.007940,V000018,OUT,396069.45,0.0
2025-09-06 04:58:20.007940,V000138,IN,489806.47,1452680.46
2025-09-06 05:05:32.007940,V000199,OUT,573593.03,1302309.2
2025-09-06 05:12:44.007940,V000002,OUT,146412.46,2218079.39
2025-09-06 05:19:56.007940,V000108,OUT,481358.85,1218676.98
2025-09-06 05:27:08.007940,V000118,OUT,703905.19,0.0
2025-09-06 05:34:20.007940,V000047,OUT,635464.44,211090.54000000004
2025-09-06 05:41:32.007940,V000059,IN,422846.04,461222.85
2025-09-06 05:48:44.007940,V000178,OUT,474243.59,1465915.5399999998
2025-09-06 05:55:56.007940,V000142,OUT,61490.25,2283443.41
2025-09-06 06:03:08.007940,V000134,IN,754831.01,2314223.1399999997
2025-09-06 06:10:20.007940,V000064,IN,428204.27,2162696.2199999997
2025-09-06 06:17:32.007940,V000099,OUT,533373.17,0.0
2025-09-06 06:24:44.007940,V000145,IN,208823.16,595296.04
2025-09-06 06:31:56.007940,V000160,OUT,67489.54,1300390.67
2025-09-06 06:39:08.007940,V000135,OUT,384761.27,0.0
2025-09-06 06:46:20.007940,V000153,OUT,557483.36,0.0
2025-09-06 06:53:32.007940,V000139,OUT,764901.15,0.0
2025-09-06 07:00:44.007940,V000057,OUT,522994.05,0.0
2025-09-06 07:07:56.007940,V000180,OUT,61825.65,2111930.22
2025-09-06 07:15:08.007940,V000074,OUT,436596.92,909810.9200000002
2025-09-06 07:22:20.007940,V000102,OUT,58530.74,908424.11
2025-09-06 07:29:32.007940,V000119,IN,75271.5,1935911.08
2025-09-06 07:36:44.007940,V000083,IN,478971.46,1140336.73
2025-09-06 07:43:56.007940,V000159,IN,330633.54,750876.58
2025-09-06 07:51:08.007940,V000118,OUT,407617.66,0.0
2025-09-06 07:58:20.007940,V000099,IN,264619.84,264619.84
2025-09-06 08:05:32.007940,V000055,OUT,694402.23,0.0
2025-09-06 08:12:44.007940,V000129,OUT,224923.57,0.0
2025-09-06 08:19:56.007940,V000182,OUT,771454.11,165315.62
2025-09-06 08:27:08.007940,V000008,IN,296761.6,413311.39999999997
2025-09-06 08:34:20.007940,V000087,OUT,97121.61,1169225.45
2025-09-06 08:41:32.007940,V000129,IN,710273.17,710273.17
2025-09-06 08:48:44.007940,V000097,OUT,232217.12,664968.92
2025-09-06 08:55:56.007940,V000043,IN,688371.68,2509574.73
2025-09-06 09:03:08.007940,V000142,IN,546452.35,2829895.7600000002
2025-09-06 09:10:20.007940,V000041,IN,32151.62,1155113.58
2025-09-06 09:17:32.007940,V000152,OUT,724073.0,0.0
2025-09-06 09:24:44.007940,V000073,IN,269862.64,1362635.88
2025-09-06 09:31:56.007940,V000141,OUT,440796.64,531395.52
2025-09-06 09:39:08.007940,V000105,IN,563805.3,563805.3
2025-09-06 09:46:20.007940,V000070,OUT,390459.14,0.0
2025-09-06 09:53:32.007940,V000115,IN,372459.74,967464.02
2025-09-06 10:00:44.007940,V000037,OUT,357149.79,0.0
2025-09-06 10:07:56.007940,V000077,OUT,303832.45,0.0
2025-09-06 10:15:08.007940,V000149,IN,435807.74,2482109.95
2025-09-06 10:22:20.007940,V000114,OUT,139839.58,1442351.72
2025-09-06 10:29:32.007940,V000147,IN,239304.06,383926.03
2025-09-06 10:36:44.007940,V000194,OUT,661794.42,0.0
2025-09-06 10:43:56.007940,V000010,IN,12011.03,839134.3200000001
2025-09-06 10:51:08.007940,V000045,IN,755122.38,755122.38
2025-09-06 10:58:20.007940,V000064,IN,499809.08,2662505.3000000003
2025-09-06 11:05:32.007940,V000040,IN,425247.32,1691317.1
2025-09-06 11:12:44.007940,V000113,IN,332550.37,369529.54
2025-09-06 11:19:56.007940,V000131,OUT,187186.97,1758078.07
2025-09-06 11:27:08.007940,V000035,OUT,167036.28,0.0
2025-09-06 11:34:20.007940,V000110,OUT,54306.85,45819.280000000006
2025-09-06 11:41:32.007940,V000094,IN,388817.9,736143.3200000001
2025-09-06 11:48:44.007940,V000146,OUT,197270.96,0.0
2025-09-06 11:55:56.007940,V000182,OUT,488200.97,0.0
2025-09-06 12:03:08.007940,V000007,IN,203302.38,384825.08
2025-09-06 12:10:20.007940,V000124,OUT,646880.27,60909.189999999944
2025-09-06 12:17:32.007940,V000187,OUT,379347.05,847266.75
2025-09-06 12:24:44.007940,V000083,IN,465663.69,1606000.42
2025-09-06 12:31:56.007940,V000003,IN,104386.36,104386.36
2025-09-06 12:39:08.007940,V000021,IN,763716.54,763716.54
2025-09-06 12:46:20.007940,V000055,IN,607587.88,607587.88
2025-09-06 12:53:32.007940,V000199,IN,485712.02,1788021.22
2025-09-06 13:00:44.007940,V000191,OUT,426613.68,318789.93
2025-09-06 13:07:56.007940,V000161,IN,407375.61,1016306.51
2025-09-06 13:15:08.007940,V000132,IN,598234.89,598234.89
2025-09-06 13:22:20.007940,V000080,IN,215202.62,1276099.7599999998
2025-09-06 13:29:32.007940,V000166,IN,377487.31,857327.55
2025-09-06 13:36:44.007940,V000098,OUT,658838.01,0.0
2025-09-06 13:43:56.007940,V000056,OUT,281488.73,420102.91000000003
2025-09-06 13:51:08.007940,V000083,OUT,142983.04,1463017.38
2025-09-06 13:58:20.007940,V000049,IN,787013.66,1317907.1800000002
2025-09-06 14:05:32.007940,V000170,OUT,459969.98,654223.52
2025-09-06 14:12:44.007940,V000123,OUT,119103.31,0.0
2025-09-06 14:19:56.007940,V000018,OUT,31268.52,0.0
2025-09-06 14:27:08.007940,V000141,OUT,267507.64,263887.88
2025-09-06 14:34:20.007940,V000019,OUT,500713.85,0.0
2025-09-06 14:41:32.007940,V000069,IN,764702.46,2356016.8200000003
2025-09-06 14:48:44.007940,V000199,OUT,24960.03,1763061.19
2025-09-06 14:55:56.007940,V000055,OUT,119103.6,488484.28
2025-09-06 15:03:08.007940,V000034,IN,226976.31,226976.31
2025-09-06 15:10:20.007940,V000015,OUT,521120.68,1476085.6500000001
2025-09-06 15:17:32.007940,V000092,IN,29692.84,29692.84
2025-09-06 15:24:44.007940,V000097,IN,351131.02,1016099.9400000001
2025-09-06 15:31:56.007940,V000114,IN,336259.06,1778610.78
2025-09-06 15:39:08.007940,V000050,OUT,72184.6,1142914.48
2025-09-06 15:46:20.007940,V000027,IN,715754.29,1607521.33
2025-09-06 15:53:32.007940,V000108,OUT,405332.77,813344.21
2025-09-06 16:00:44.007940,V000061,IN,175908.29,944095.5700000001
2025-09-06 16:07:56.007940,V000066,OUT,702187.16,0.0
2025-09-06 16:15:08.007940,V000080,IN,710034.51,1986134.27
2025-09-06 16:22:20.007940,V000198,OUT,138333.96,664586.4
2025-09-06 16:29:32.007940,V000073,IN,609524.11,1972159.9899999998
2025-09-06 16:36:44.007940,V000016,OUT,686267.1,0.0
2025-09-06 16:43:56.007940,V000009,OUT,610548.04,85629.97999999998
2025-09-06 16:51:08.007940,V000118,IN,767779.31,767779.31
2025-09-06 16:58:20.007940,V000086,IN,492577.53,492577.53
2025-09-06 17:05:32.007940,V000083,IN,272822.29,1735839.67
2025-09-06 17:12:44.007940,V000035,IN,271963.75,271963.75
2025-09-06 17:19:56.007940,V000016,IN,272870.36,272870.36
2025-09-06 17:27:08.007940,V000047,IN,233925.75,445016.29000000004
2025-09-06 17:34:20.007940,V000179,OUT,486729.01,0.0
2025-09-06 17:41:32.007940,V000110,IN,169688.96,215508.24
2025-09-06 17:48:44.007940,V000042,IN,694816.78,1455959.23
2025-09-06 17:55:56.007940,V000127,OUT,472983.88,0.0
